id,placeId,locationType,nameFr,nameEn,descriptionFr,descriptionEn,containedInPlaceStatus,streetAddress,addressLocality,addressRegion,postalCode,addressCountry,lastModification
VILLE-51055,51055,AdministrativeArea,Sainte-Angèle-de-Prémont,Sainte-Angèle-de-Prémont,Municipalité de Sainte-Angèle-de-Prémont,Municipality of Sainte-Angèle-de-Prémont,FALSE,"""""",Sainte-Angèle-de-Prémont,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-51060,51060,AdministrativeArea,Saint-Paulin,Saint-Paulin,Municipalité de Saint-Paulin,Municipality of Saint-Paulin,FALSE,"""""",Saint-Paulin,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-51065,51065,AdministrativeArea,Saint-Alexis-des-Monts,Saint-Alexis-des-Monts,Municipalité de Saint-Alexis-des-Monts,Municipality of Saint-Alexis-des-Monts,FALSE,"""""",Saint-Alexis-des-Monts,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-51070,51070,AdministrativeArea,Saint-Mathieu-du-Parc,Saint-Mathieu-du-Parc,Municipalité de Saint-Mathieu-du-Parc,Municipality of Saint-Mathieu-du-Parc,FALSE,"""""",Saint-Mathieu-du-Parc,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-51075,51075,AdministrativeArea,Saint-Élie-de-Caxton,Saint-Élie-de-Caxton,Municipalité de Saint-Élie-de-Caxton,Municipality of Saint-Élie-de-Caxton,FALSE,"""""",Saint-Élie-de-Caxton,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-51080,51080,AdministrativeArea,Charette,Charette,Municipalité de Charette,Municipality of Charette,FALSE,"""""",Charette,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-51085,51085,AdministrativeArea,Saint-Boniface,Saint-Boniface,Municipalité de Saint-Boniface,Municipality of Saint-Boniface,FALSE,"""""",Saint-Boniface,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-51090,51090,AdministrativeArea,Saint-Étienne-des-Grès,Saint-Étienne-des-Grès,Municipalité de Saint-Étienne-des-Grès,Municipality of Saint-Étienne-des-Grès,FALSE,"""""",Saint-Étienne-des-Grès,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-52007,52007,AdministrativeArea,Lavaltrie,Lavaltrie,Ville de Lavaltrie,Town of Lavaltrie,FALSE,"""""",Lavaltrie,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-52017,52017,AdministrativeArea,Lanoraie,Lanoraie,Municipalité de Lanoraie,Municipality of Lanoraie,FALSE,"""""",Lanoraie,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-52030,52030,AdministrativeArea,Sainte-Élisabeth,Sainte-Élisabeth,Municipalité de Sainte-Élisabeth,Municipality of Sainte-Élisabeth,FALSE,"""""",Sainte-Élisabeth,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-52035,52035,AdministrativeArea,Berthierville,Berthierville,Ville de Berthierville,Town of Berthierville,FALSE,"""""",Berthierville,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-52040,52040,AdministrativeArea,Sainte-Geneviève-de-Berthier,Sainte-Geneviève-de-Berthier,Municipalité de Sainte-Geneviève-de-Berthier,Municipality of Sainte-Geneviève-de-Berthier,FALSE,"""""",Sainte-Geneviève-de-Berthier,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-52045,52045,AdministrativeArea,Saint-Ignace-de-Loyola,Saint-Ignace-de-Loyola,Municipalité de Saint-Ignace-de-Loyola,Municipality of Saint-Ignace-de-Loyola,FALSE,"""""",Saint-Ignace-de-Loyola,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-52050,52050,AdministrativeArea,La Visitation-de-l'Île-Dupas,La Visitation-de-l'Île-Dupas,Municipalité de La Visitation-de-l'Île-Dupas,Municipality of La Visitation-de-l'Île-Dupas,FALSE,"""""",La Visitation-de-l'Île-Dupas,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-52055,52055,AdministrativeArea,Saint-Barthélemy,Saint-Barthélemy,Municipalité de Saint-Barthélemy,Municipality of Saint-Barthélemy,FALSE,"""""",Saint-Barthélemy,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-52062,52062,AdministrativeArea,Saint-Cuthbert,Saint-Cuthbert,Municipalité de Saint-Cuthbert,Municipality of Saint-Cuthbert,FALSE,"""""",Saint-Cuthbert,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-52070,52070,AdministrativeArea,Saint-Norbert,Saint-Norbert,Municipalité de Saint-Norbert,Municipality of Saint-Norbert,FALSE,"""""",Saint-Norbert,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-52075,52075,AdministrativeArea,Saint-Cléophas-de-Brandon,Saint-Cléophas-de-Brandon,Municipalité de Saint-Cléophas-de-Brandon,Municipality of Saint-Cléophas-de-Brandon,FALSE,"""""",Saint-Cléophas-de-Brandon,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-52080,52080,AdministrativeArea,Saint-Gabriel,Saint-Gabriel,Ville de Saint-Gabriel,Town of Saint-Gabriel,FALSE,"""""",Saint-Gabriel,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-52085,52085,AdministrativeArea,Saint-Gabriel-de-Brandon,Saint-Gabriel-de-Brandon,Municipalité de Saint-Gabriel-de-Brandon,Municipality of Saint-Gabriel-de-Brandon,FALSE,"""""",Saint-Gabriel-de-Brandon,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-52090,52090,AdministrativeArea,Saint-Didace,Saint-Didace,Municipalité de Saint-Didace,Municipality of Saint-Didace,FALSE,"""""",Saint-Didace,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-52095,52095,AdministrativeArea,Mandeville,Mandeville,Municipalité de Mandeville,Municipality of Mandeville,FALSE,"""""",Mandeville,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-53005,53005,AdministrativeArea,Saint-David,Saint-David,Municipalité de Saint-David,Municipality of Saint-David,FALSE,"""""",Saint-David,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-53010,53010,AdministrativeArea,Massueville,Massueville,Municipalité de Massueville,Municipality of Massueville,FALSE,"""""",Massueville,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-53015,53015,AdministrativeArea,Saint-Aimé,Saint-Aimé,Municipalité de Saint-Aimé,Municipality of Saint-Aimé,FALSE,"""""",Saint-Aimé,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-53020,53020,AdministrativeArea,Saint-Robert,Saint-Robert,Municipalité de Saint-Robert,Municipality of Saint-Robert,FALSE,"""""",Saint-Robert,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-53025,53025,AdministrativeArea,Sainte-Victoire-de-Sorel,Sainte-Victoire-de-Sorel,Municipalité de Sainte-Victoire-de-Sorel,Municipality of Sainte-Victoire-de-Sorel,FALSE,"""""",Sainte-Victoire-de-Sorel,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-53032,53032,AdministrativeArea,Saint-Ours,Saint-Ours,Ville de Saint-Ours,Town of Saint-Ours,FALSE,"""""",Saint-Ours,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-53040,53040,AdministrativeArea,Saint-Roch-de-Richelieu,Saint-Roch-de-Richelieu,Municipalité de Saint-Roch-de-Richelieu,Municipality of Saint-Roch-de-Richelieu,FALSE,"""""",Saint-Roch-de-Richelieu,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-53050,53050,AdministrativeArea,Saint-Joseph-de-Sorel,Saint-Joseph-de-Sorel,Ville de Saint-Joseph-de-Sorel,Town of Saint-Joseph-de-Sorel,FALSE,"""""",Saint-Joseph-de-Sorel,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-53052,53052,AdministrativeArea,Sorel-Tracy,Sorel-Tracy,Ville de Sorel-Tracy,Town of Sorel-Tracy,FALSE,"""""",Sorel-Tracy,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-53065,53065,AdministrativeArea,Sainte-Anne-de-Sorel,Sainte-Anne-de-Sorel,Municipalité de Sainte-Anne-de-Sorel,Municipality of Sainte-Anne-de-Sorel,FALSE,"""""",Sainte-Anne-de-Sorel,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-53072,53072,AdministrativeArea,Yamaska,Yamaska,Municipalité de Yamaska,Municipality of Yamaska,FALSE,"""""",Yamaska,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-53085,53085,AdministrativeArea,Saint-Gérard-Majella,Saint-Gérard-Majella,Municipalité de Saint-Gérard-Majella,Municipality of Saint-Gérard-Majella,FALSE,"""""",Saint-Gérard-Majella,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-54008,54008,AdministrativeArea,Saint-Pie,Saint-Pie,Ville de Saint-Pie,Town of Saint-Pie,FALSE,"""""",Saint-Pie,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-54017,54017,AdministrativeArea,Saint-Damase,Saint-Damase,Municipalité de Saint-Damase,Municipality of Saint-Damase,FALSE,"""""",Saint-Damase,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-54025,54025,AdministrativeArea,Sainte-Madeleine,Sainte-Madeleine,Municipalité de Sainte-Madeleine,Municipality of Sainte-Madeleine,FALSE,"""""",Sainte-Madeleine,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-54030,54030,AdministrativeArea,Sainte-Marie-Madeleine,Sainte-Marie-Madeleine,Municipalité de Sainte-Marie-Madeleine,Municipality of Sainte-Marie-Madeleine,FALSE,"""""",Sainte-Marie-Madeleine,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-54035,54035,AdministrativeArea,La Présentation,La Présentation,Municipalité de La Présentation,Municipality of La Présentation,FALSE,"""""",La Présentation,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-54048,54048,AdministrativeArea,Saint-Hyacinthe,Saint-Hyacinthe,Ville de Saint-Hyacinthe,Town of Saint-Hyacinthe,FALSE,"""""",Saint-Hyacinthe,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-54060,54060,AdministrativeArea,Saint-Dominique,Saint-Dominique,Municipalité de Saint-Dominique,Municipality of Saint-Dominique,FALSE,"""""",Saint-Dominique,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-54065,54065,AdministrativeArea,Saint-Valérien-de-Milton,Saint-Valérien-de-Milton,Municipalité de Saint-Valérien-de-Milton,Municipality of Saint-Valérien-de-Milton,FALSE,"""""",Saint-Valérien-de-Milton,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-54072,54072,AdministrativeArea,Saint-Liboire,Saint-Liboire,Municipalité de Saint-Liboire,Municipality of Saint-Liboire,FALSE,"""""",Saint-Liboire,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-54090,54090,AdministrativeArea,Saint-Simon,Saint-Simon,Municipalité de Saint-Simon,Municipality of Saint-Simon,FALSE,"""""",Saint-Simon,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-54095,54095,AdministrativeArea,Sainte-Hélène-de-Bagot,Sainte-Hélène-de-Bagot,Municipalité de Sainte-Hélène-de-Bagot,Municipality of Sainte-Hélène-de-Bagot,FALSE,"""""",Sainte-Hélène-de-Bagot,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-54100,54100,AdministrativeArea,Saint-Hugues,Saint-Hugues,Municipalité de Saint-Hugues,Municipality of Saint-Hugues,FALSE,"""""",Saint-Hugues,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-54105,54105,AdministrativeArea,Saint-Barnabé-Sud,Saint-Barnabé-Sud,Municipalité de Saint-Barnabé-Sud,Municipality of Saint-Barnabé-Sud,FALSE,"""""",Saint-Barnabé-Sud,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-54110,54110,AdministrativeArea,Saint-Jude,Saint-Jude,Municipalité de Saint-Jude,Municipality of Saint-Jude,FALSE,"""""",Saint-Jude,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-54115,54115,AdministrativeArea,Saint-Bernard-de-Michaudville,Saint-Bernard-de-Michaudville,Municipalité de Saint-Bernard-de-Michaudville,Municipality of Saint-Bernard-de-Michaudville,FALSE,"""""",Saint-Bernard-de-Michaudville,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-54120,54120,AdministrativeArea,Saint-Louis,Saint-Louis,Municipalité de Saint-Louis,Municipality of Saint-Louis,FALSE,"""""",Saint-Louis,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-54125,54125,AdministrativeArea,Saint-Marcel-de-Richelieu,Saint-Marcel-de-Richelieu,Municipalité de Saint-Marcel-de-Richelieu,Municipality of Saint-Marcel-de-Richelieu,FALSE,"""""",Saint-Marcel-de-Richelieu,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-55008,55008,AdministrativeArea,,Ange-Gardien,Municipalité de Ange-Gardien,Municipality of Ange-Gardien,FALSE,"""""",Ange-Gardien,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-55015,55015,AdministrativeArea,Saint-Paul-d'Abbotsford,Saint-Paul-d'Abbotsford,Municipalité de Saint-Paul-d'Abbotsford,Municipality of Saint-Paul-d'Abbotsford,FALSE,"""""",Saint-Paul-d'Abbotsford,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-55023,55023,AdministrativeArea,Saint-Césaire,Saint-Césaire,Ville de Saint-Césaire,Town of Saint-Césaire,FALSE,"""""",Saint-Césaire,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-55030,55030,AdministrativeArea,Sainte-Angèle-de-Monnoir,Sainte-Angèle-de-Monnoir,Municipalité de Sainte-Angèle-de-Monnoir,Municipality of Sainte-Angèle-de-Monnoir,FALSE,"""""",Sainte-Angèle-de-Monnoir,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-55037,55037,AdministrativeArea,Rougemont,Rougemont,Municipalité de Rougemont,Municipality of Rougemont,FALSE,"""""",Rougemont,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-55048,55048,AdministrativeArea,Marieville,Marieville,Ville de Marieville,Town of Marieville,FALSE,"""""",Marieville,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-55057,55057,AdministrativeArea,Richelieu,Richelieu,Ville de Richelieu,Town of Richelieu,FALSE,"""""",Richelieu,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-55065,55065,AdministrativeArea,Saint-Mathias-sur-Richelieu,Saint-Mathias-sur-Richelieu,Municipalité de Saint-Mathias-sur-Richelieu,Municipality of Saint-Mathias-sur-Richelieu,FALSE,"""""",Saint-Mathias-sur-Richelieu,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-56005,56005,AdministrativeArea,Venise-en-Québec,Venise-en-Québec,Municipalité de Venise-en-Québec,Municipality of Venise-en-Québec,FALSE,"""""",Venise-en-Québec,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-56010,56010,AdministrativeArea,Clarenceville,Clarenceville,Municipalité de Clarenceville,Municipality of Clarenceville,FALSE,"""""",Clarenceville,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-56015,56015,AdministrativeArea,Noyan,Noyan,Municipalité de Noyan,Municipality of Noyan,FALSE,"""""",Noyan,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-56023,56023,AdministrativeArea,Lacolle,Lacolle,Municipalité de Lacolle,Municipality of Lacolle,FALSE,"""""",Lacolle,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-56030,56030,AdministrativeArea,Saint-Valentin,Saint-Valentin,Municipalité de Saint-Valentin,Municipality of Saint-Valentin,FALSE,"""""",Saint-Valentin,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-56035,56035,AdministrativeArea,Saint-Paul-de-l'Île-aux-Noix,Saint-Paul-de-l'Île-aux-Noix,Municipalité de Saint-Paul-de-l'Île-aux-Noix,Municipality of Saint-Paul-de-l'Île-aux-Noix,FALSE,"""""",Saint-Paul-de-l'Île-aux-Noix,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-56042,56042,AdministrativeArea,Henryville,Henryville,Municipalité de Henryville,Municipality of Henryville,FALSE,"""""",Henryville,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-56050,56050,AdministrativeArea,Saint-Sébastien,Saint-Sébastien,Municipalité de Saint-Sébastien,Municipality of Saint-Sébastien,FALSE,"""""",Saint-Sébastien,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-56055,56055,AdministrativeArea,Saint-Alexandre,Saint-Alexandre,Municipalité de Saint-Alexandre,Municipality of Saint-Alexandre,FALSE,"""""",Saint-Alexandre,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-56060,56060,AdministrativeArea,Sainte-Anne-de-Sabrevois,Sainte-Anne-de-Sabrevois,Municipalité de Sainte-Anne-de-Sabrevois,Municipality of Sainte-Anne-de-Sabrevois,FALSE,"""""",Sainte-Anne-de-Sabrevois,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-56065,56065,AdministrativeArea,Saint-Blaise-sur-Richelieu,Saint-Blaise-sur-Richelieu,Municipalité de Saint-Blaise-sur-Richelieu,Municipality of Saint-Blaise-sur-Richelieu,FALSE,"""""",Saint-Blaise-sur-Richelieu,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-56083,56083,AdministrativeArea,Saint-Jean-sur-Richelieu,Saint-Jean-sur-Richelieu,Ville de Saint-Jean-sur-Richelieu,Town of Saint-Jean-sur-Richelieu,FALSE,"""""",Saint-Jean-sur-Richelieu,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-56097,56097,AdministrativeArea,Mont-Saint-Grégoire,Mont-Saint-Grégoire,Municipalité de Mont-Saint-Grégoire,Municipality of Mont-Saint-Grégoire,FALSE,"""""",Mont-Saint-Grégoire,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-56105,56105,AdministrativeArea,Sainte-Brigide-d'Iberville,Sainte-Brigide-d'Iberville,Municipalité de Sainte-Brigide-d'Iberville,Municipality of Sainte-Brigide-d'Iberville,FALSE,"""""",Sainte-Brigide-d'Iberville,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-57005,57005,AdministrativeArea,Chambly,Chambly,Ville de Chambly,Town of Chambly,FALSE,"""""",Chambly,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-57010,57010,AdministrativeArea,Carignan,Carignan,Ville de Carignan,Town of Carignan,FALSE,"""""",Carignan,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-57020,57020,AdministrativeArea,Saint-Basile-le-Grand,Saint-Basile-le-Grand,Ville de Saint-Basile-le-Grand,Town of Saint-Basile-le-Grand,FALSE,"""""",Saint-Basile-le-Grand,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-57025,57025,AdministrativeArea,McMasterville,McMasterville,Ville de McMasterville,Town of McMasterville,FALSE,"""""",McMasterville,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-57030,57030,AdministrativeArea,Otterburn Park,Otterburn Park,Ville de Otterburn Park,Town of Otterburn Park,FALSE,"""""",Otterburn Park,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-57033,57033,AdministrativeArea,Saint-Jean-Baptiste,Saint-Jean-Baptiste,Municipalité de Saint-Jean-Baptiste,Municipality of Saint-Jean-Baptiste,FALSE,"""""",Saint-Jean-Baptiste,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-57035,57035,AdministrativeArea,Mont-Saint-Hilaire,Mont-Saint-Hilaire,Ville de Mont-Saint-Hilaire,Town of Mont-Saint-Hilaire,FALSE,"""""",Mont-Saint-Hilaire,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-57040,57040,AdministrativeArea,Beloeil,Beloeil,Ville de Beloeil,Town of Beloeil,FALSE,"""""",Beloeil,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-57045,57045,AdministrativeArea,Saint-Mathieu-de-Beloeil,Saint-Mathieu-de-Beloeil,Municipalité de Saint-Mathieu-de-Beloeil,Municipality of Saint-Mathieu-de-Beloeil,FALSE,"""""",Saint-Mathieu-de-Beloeil,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-57050,57050,AdministrativeArea,Saint-Marc-sur-Richelieu,Saint-Marc-sur-Richelieu,Municipalité de Saint-Marc-sur-Richelieu,Municipality of Saint-Marc-sur-Richelieu,FALSE,"""""",Saint-Marc-sur-Richelieu,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-57057,57057,AdministrativeArea,Saint-Charles-sur-Richelieu,Saint-Charles-sur-Richelieu,Municipalité de Saint-Charles-sur-Richelieu,Municipality of Saint-Charles-sur-Richelieu,FALSE,"""""",Saint-Charles-sur-Richelieu,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-57068,57068,AdministrativeArea,Saint-Denis-sur-Richelieu,Saint-Denis-sur-Richelieu,Municipalité de Saint-Denis-sur-Richelieu,Municipality of Saint-Denis-sur-Richelieu,FALSE,"""""",Saint-Denis-sur-Richelieu,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-57075,57075,AdministrativeArea,Saint-Antoine-sur-Richelieu,Saint-Antoine-sur-Richelieu,Municipalité de Saint-Antoine-sur-Richelieu,Municipality of Saint-Antoine-sur-Richelieu,FALSE,"""""",Saint-Antoine-sur-Richelieu,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-58007,58007,AdministrativeArea,Brossard,Brossard,Ville de Brossard,Town of Brossard,FALSE,"""""",Brossard,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-58012,58012,AdministrativeArea,Saint-Lambert,Saint-Lambert,Ville de Saint-Lambert,Town of Saint-Lambert,FALSE,"""""",Saint-Lambert,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-58033,58033,AdministrativeArea,Boucherville,Boucherville,Ville de Boucherville,Town of Boucherville,FALSE,"""""",Boucherville,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-58037,58037,AdministrativeArea,Saint-Bruno-de-Montarville,Saint-Bruno-de-Montarville,Ville de Saint-Bruno-de-Montarville,Town of Saint-Bruno-de-Montarville,FALSE,"""""",Saint-Bruno-de-Montarville,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-58227,58227,AdministrativeArea,Longueuil,Longueuil,Ville de Longueuil,Town of Longueuil,FALSE,"""""",Longueuil,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-59010,59010,AdministrativeArea,Sainte-Julie,Sainte-Julie,Ville de Sainte-Julie,Town of Sainte-Julie,FALSE,"""""",Sainte-Julie,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-59015,59015,AdministrativeArea,Saint-Amable,Saint-Amable,Ville de Saint-Amable,Town of Saint-Amable,FALSE,"""""",Saint-Amable,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-59020,59020,AdministrativeArea,Varennes,Varennes,Ville de Varennes,Town of Varennes,FALSE,"""""",Varennes,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-59025,59025,AdministrativeArea,Verchères,Verchères,Municipalité de Verchères,Municipality of Verchères,FALSE,"""""",Verchères,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-59030,59030,AdministrativeArea,Calixa-Lavallée,Calixa-Lavallée,Municipalité de Calixa-Lavallée,Municipality of Calixa-Lavallée,FALSE,"""""",Calixa-Lavallée,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-59035,59035,AdministrativeArea,Contrecoeur,Contrecoeur,Ville de Contrecoeur,Town of Contrecoeur,FALSE,"""""",Contrecoeur,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-60005,60005,AdministrativeArea,Charlemagne,Charlemagne,Ville de Charlemagne,Town of Charlemagne,FALSE,"""""",Charlemagne,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-60013,60013,AdministrativeArea,Repentigny,Repentigny,Ville de Repentigny,Town of Repentigny,FALSE,"""""",Repentigny,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-60020,60020,AdministrativeArea,Saint-Sulpice,Saint-Sulpice,Municipalité de Saint-Sulpice,Municipality of Saint-Sulpice,FALSE,"""""",Saint-Sulpice,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-60028,60028,AdministrativeArea,L'Assomption,L'Assomption,Ville de L'Assomption,Town of L'Assomption,FALSE,"""""",L'Assomption,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-60037,60037,AdministrativeArea,L'Épiphanie,L'Épiphanie,Ville de L'Épiphanie,Town of L'Épiphanie,FALSE,"""""",L'Épiphanie,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-61005,61005,AdministrativeArea,Saint-Paul,Saint-Paul,Municipalité de Saint-Paul,Municipality of Saint-Paul,FALSE,"""""",Saint-Paul,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-61013,61013,AdministrativeArea,Crabtree,Crabtree,Ville de Crabtree,Town of Crabtree,FALSE,"""""",Crabtree,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-61020,61020,AdministrativeArea,Saint-Pierre,Saint-Pierre,Municipalité de Saint-Pierre,Municipality of Saint-Pierre,FALSE,"""""",Saint-Pierre,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-61025,61025,AdministrativeArea,Joliette,Joliette,Ville de Joliette,Town of Joliette,FALSE,"""""",Joliette,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-61027,61027,AdministrativeArea,Saint-Thomas,Saint-Thomas,Municipalité de Saint-Thomas,Municipality of Saint-Thomas,FALSE,"""""",Saint-Thomas,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-61030,61030,AdministrativeArea,Notre-Dame-des-Prairies,Notre-Dame-des-Prairies,Ville de Notre-Dame-des-Prairies,Town of Notre-Dame-des-Prairies,FALSE,"""""",Notre-Dame-des-Prairies,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-61035,61035,AdministrativeArea,Saint-Charles-Borromée,Saint-Charles-Borromée,Ville de Saint-Charles-Borromée,Town of Saint-Charles-Borromée,FALSE,"""""",Saint-Charles-Borromée,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-61040,61040,AdministrativeArea,Saint-Ambroise-de-Kildare,Saint-Ambroise-de-Kildare,Municipalité de Saint-Ambroise-de-Kildare,Municipality of Saint-Ambroise-de-Kildare,FALSE,"""""",Saint-Ambroise-de-Kildare,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-61045,61045,AdministrativeArea,Notre-Dame-de-Lourdes,Notre-Dame-de-Lourdes,Municipalité de Notre-Dame-de-Lourdes,Municipality of Notre-Dame-de-Lourdes,FALSE,"""""",Notre-Dame-de-Lourdes,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-61050,61050,AdministrativeArea,Sainte-Mélanie,Sainte-Mélanie,Municipalité de Sainte-Mélanie,Municipality of Sainte-Mélanie,FALSE,"""""",Sainte-Mélanie,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-62007,62007,AdministrativeArea,Saint-Félix-de-Valois,Saint-Félix-de-Valois,Municipalité de Saint-Félix-de-Valois,Municipality of Saint-Félix-de-Valois,FALSE,"""""",Saint-Félix-de-Valois,QC,"""""",CAN,2025-03-27T15:00:00-04:00
