id,placeId,locationType,nameFr,nameEn,descriptionFr,descriptionEn,containedInPlaceStatus,streetAddress,addressLocality,addressRegion,postalCode,addressCountry,lastModification
VILLE-28070,28070,AdministrativeArea,Saint-Camille-de-Lellis,Saint-Camille-de-Lellis,Municipalité de Saint-Camille-de-Lellis,Municipality of Saint-Camille-de-Lellis,FALSE,"""""",Saint-Camille-de-Lellis,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-28075,28075,AdministrativeArea,Saint-Magloire,Saint-Magloire,Municipalité de Saint-Magloire,Municipality of Saint-Magloire,FALSE,"""""",Saint-Magloire,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-29005,29005,AdministrativeArea,Saint-Théophile,Saint-Théophile,Municipalité de Saint-Théophile,Municipality of Saint-Théophile,FALSE,"""""",Saint-Théophile,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-29013,29013,AdministrativeArea,Saint-Gédéon-de-Beauce,Saint-Gédéon-de-Beauce,Municipalité de Saint-Gédéon-de-Beauce,Municipality of Saint-Gédéon-de-Beauce,FALSE,"""""",Saint-Gédéon-de-Beauce,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-29020,29020,AdministrativeArea,Saint-Hilaire-de-Dorset,Saint-Hilaire-de-Dorset,Municipalité de Saint-Hilaire-de-Dorset,Municipality of Saint-Hilaire-de-Dorset,FALSE,"""""",Saint-Hilaire-de-Dorset,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-29027,29027,AdministrativeArea,Courcelles--Saint-Évariste,Courcelles--Saint-Évariste,Municipalité de Courcelles--Saint-Évariste,Municipality of Courcelles--Saint-Évariste,FALSE,"""""",Courcelles--Saint-Évariste,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-29030,29030,AdministrativeArea,La Guadeloupe,La Guadeloupe,Municipalité de La Guadeloupe,Municipality of La Guadeloupe,FALSE,"""""",La Guadeloupe,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-29038,29038,AdministrativeArea,Saint-Honoré-de-Shenley,Saint-Honoré-de-Shenley,Municipalité de Saint-Honoré-de-Shenley,Municipality of Saint-Honoré-de-Shenley,FALSE,"""""",Saint-Honoré-de-Shenley,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-29045,29045,AdministrativeArea,Saint-Martin,Saint-Martin,Municipalité de Saint-Martin,Municipality of Saint-Martin,FALSE,"""""",Saint-Martin,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-29050,29050,AdministrativeArea,Saint-René,Saint-René,Municipalité de Saint-René,Municipality of Saint-René,FALSE,"""""",Saint-René,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-29057,29057,AdministrativeArea,Saint-Côme--Linière,Saint-Côme--Linière,Municipalité de Saint-Côme--Linière,Municipality of Saint-Côme--Linière,FALSE,"""""",Saint-Côme--Linière,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-29065,29065,AdministrativeArea,Saint-Philibert,Saint-Philibert,Municipalité de Saint-Philibert,Municipality of Saint-Philibert,FALSE,"""""",Saint-Philibert,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-29073,29073,AdministrativeArea,Saint-Georges,Saint-Georges,Ville de Saint-Georges,Town of Saint-Georges,FALSE,"""""",Saint-Georges,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-29095,29095,AdministrativeArea,Lac-Poulin,Lac-Poulin,Municipalité de Lac-Poulin,Municipality of Lac-Poulin,FALSE,"""""",Lac-Poulin,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-29100,29100,AdministrativeArea,Saint-Benoît-Labre,Saint-Benoît-Labre,Municipalité de Saint-Benoît-Labre,Municipality of Saint-Benoît-Labre,FALSE,"""""",Saint-Benoît-Labre,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-29112,29112,AdministrativeArea,Saint-Éphrem-de-Beauce,Saint-Éphrem-de-Beauce,Municipalité de Saint-Éphrem-de-Beauce,Municipality of Saint-Éphrem-de-Beauce,FALSE,"""""",Saint-Éphrem-de-Beauce,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-29120,29120,AdministrativeArea,Notre-Dame-des-Pins,Notre-Dame-des-Pins,Municipalité de Notre-Dame-des-Pins,Municipality of Notre-Dame-des-Pins,FALSE,"""""",Notre-Dame-des-Pins,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-29125,29125,AdministrativeArea,Saint-Simon-les-Mines,Saint-Simon-les-Mines,Municipalité de Saint-Simon-les-Mines,Municipality of Saint-Simon-les-Mines,FALSE,"""""",Saint-Simon-les-Mines,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-30005,30005,AdministrativeArea,Saint-Augustin-de-Woburn,Saint-Augustin-de-Woburn,Municipalité de Saint-Augustin-de-Woburn,Municipality of Saint-Augustin-de-Woburn,FALSE,"""""",Saint-Augustin-de-Woburn,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-30010,30010,AdministrativeArea,Notre-Dame-des-Bois,Notre-Dame-des-Bois,Municipalité de Notre-Dame-des-Bois,Municipality of Notre-Dame-des-Bois,FALSE,"""""",Notre-Dame-des-Bois,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-30015,30015,AdministrativeArea,Val-Racine,Val-Racine,Municipalité de Val-Racine,Municipality of Val-Racine,FALSE,"""""",Val-Racine,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-30020,30020,AdministrativeArea,Piopolis,Piopolis,Municipalité de Piopolis,Municipality of Piopolis,FALSE,"""""",Piopolis,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-30025,30025,AdministrativeArea,Frontenac,Frontenac,Municipalité de Frontenac,Municipality of Frontenac,FALSE,"""""",Frontenac,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-30030,30030,AdministrativeArea,Lac-Mégantic,Lac-Mégantic,Ville de Lac-Mégantic,Town of Lac-Mégantic,FALSE,"""""",Lac-Mégantic,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-30035,30035,AdministrativeArea,Marston,Marston,Municipalité de Marston,Municipality of Marston,FALSE,"""""",Marston,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-30040,30040,AdministrativeArea,Milan,Milan,Municipalité de Milan,Municipality of Milan,FALSE,"""""",Milan,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-30045,30045,AdministrativeArea,Nantes,Nantes,Municipalité de Nantes,Municipality of Nantes,FALSE,"""""",Nantes,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-30050,30050,AdministrativeArea,Sainte-Cécile-de-Whitton,Sainte-Cécile-de-Whitton,Municipalité de Sainte-Cécile-de-Whitton,Municipality of Sainte-Cécile-de-Whitton,FALSE,"""""",Sainte-Cécile-de-Whitton,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-30055,30055,AdministrativeArea,Audet,Audet,Municipalité de Audet,Municipality of Audet,FALSE,"""""",Audet,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-30070,30070,AdministrativeArea,Saint-Robert-Bellarmin,Saint-Robert-Bellarmin,Municipalité de Saint-Robert-Bellarmin,Municipality of Saint-Robert-Bellarmin,FALSE,"""""",Saint-Robert-Bellarmin,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-30072,30072,AdministrativeArea,Saint-Ludger,Saint-Ludger,Municipalité de Saint-Ludger,Municipality of Saint-Ludger,FALSE,"""""",Saint-Ludger,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-30080,30080,AdministrativeArea,Lac-Drolet,Lac-Drolet,Municipalité de Lac-Drolet,Municipality of Lac-Drolet,FALSE,"""""",Lac-Drolet,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-30085,30085,AdministrativeArea,Saint-Sébastien,Saint-Sébastien,Municipalité de Saint-Sébastien,Municipality of Saint-Sébastien,FALSE,"""""",Saint-Sébastien,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-30095,30095,AdministrativeArea,Lambton,Lambton,Municipalité de Lambton,Municipality of Lambton,FALSE,"""""",Lambton,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-30100,30100,AdministrativeArea,Saint-Romain,Saint-Romain,Municipalité de Saint-Romain,Municipality of Saint-Romain,FALSE,"""""",Saint-Romain,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-30105,30105,AdministrativeArea,Stornoway,Stornoway,Municipalité de Stornoway,Municipality of Stornoway,FALSE,"""""",Stornoway,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-30110,30110,AdministrativeArea,Stratford,Stratford,Municipalité de Stratford,Municipality of Stratford,FALSE,"""""",Stratford,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-31008,31008,AdministrativeArea,Beaulac-Garthby,Beaulac-Garthby,Municipalité de Beaulac-Garthby,Municipality of Beaulac-Garthby,FALSE,"""""",Beaulac-Garthby,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-31015,31015,AdministrativeArea,Disraeli,Disraeli,Ville de Disraeli,Town of Disraeli,FALSE,"""""",Disraeli,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-31020,31020,AdministrativeArea,Disraeli,Disraeli,Municipalité de Disraeli,Municipality of Disraeli,FALSE,"""""",Disraeli,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-31025,31025,AdministrativeArea,Saint-Jacques-le-Majeur-de-Wolfestown,Saint-Jacques-le-Majeur-de-Wolfestown,Municipalité de Saint-Jacques-le-Majeur-de-Wolfestown,Municipality of Saint-Jacques-le-Majeur-de-Wolfestown,FALSE,"""""",Saint-Jacques-le-Majeur-de-Wolfestown,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-31030,31030,AdministrativeArea,Saint-Fortunat,Saint-Fortunat,Municipalité de Saint-Fortunat,Municipality of Saint-Fortunat,FALSE,"""""",Saint-Fortunat,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-31035,31035,AdministrativeArea,Saint-Julien,Saint-Julien,Municipalité de Saint-Julien,Municipality of Saint-Julien,FALSE,"""""",Saint-Julien,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-31040,31040,AdministrativeArea,Irlande,Irlande,Municipalité de Irlande,Municipality of Irlande,FALSE,"""""",Irlande,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-31045,31045,AdministrativeArea,Saint-Joseph-de-Coleraine,Saint-Joseph-de-Coleraine,Municipalité de Saint-Joseph-de-Coleraine,Municipality of Saint-Joseph-de-Coleraine,FALSE,"""""",Saint-Joseph-de-Coleraine,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-31050,31050,AdministrativeArea,Sainte-Praxède,Sainte-Praxède,Municipalité de Sainte-Praxède,Municipality of Sainte-Praxède,FALSE,"""""",Sainte-Praxède,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-31056,31056,AdministrativeArea,Adstock,Adstock,Municipalité de Adstock,Municipality of Adstock,FALSE,"""""",Adstock,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-31060,31060,AdministrativeArea,Sainte-Clotilde-de-Beauce,Sainte-Clotilde-de-Beauce,Municipalité de Sainte-Clotilde-de-Beauce,Municipality of Sainte-Clotilde-de-Beauce,FALSE,"""""",Sainte-Clotilde-de-Beauce,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-31084,31084,AdministrativeArea,Thetford Mines,Thetford Mines,Ville de Thetford Mines,Town of Thetford Mines,FALSE,"""""",Thetford Mines,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-31095,31095,AdministrativeArea,Saint-Adrien-d'Irlande,Saint-Adrien-d'Irlande,Municipalité de Saint-Adrien-d'Irlande,Municipality of Saint-Adrien-d'Irlande,FALSE,"""""",Saint-Adrien-d'Irlande,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-31100,31100,AdministrativeArea,Saint-Jean-de-Brébeuf,Saint-Jean-de-Brébeuf,Municipalité de Saint-Jean-de-Brébeuf,Municipality of Saint-Jean-de-Brébeuf,FALSE,"""""",Saint-Jean-de-Brébeuf,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-31105,31105,AdministrativeArea,Kinnear's Mills,Kinnear's Mills,Municipalité de Kinnear's Mills,Municipality of Kinnear's Mills,FALSE,"""""",Kinnear's Mills,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-31122,31122,AdministrativeArea,East Broughton,East Broughton,Municipalité de East Broughton,Municipality of East Broughton,FALSE,"""""",East Broughton,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-31130,31130,AdministrativeArea,Sacré-Coeur-de-Jésus,Sacré-Coeur-de-Jésus,Municipalité de Sacré-Coeur-de-Jésus,Municipality of Sacré-Coeur-de-Jésus,FALSE,"""""",Sacré-Coeur-de-Jésus,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-31135,31135,AdministrativeArea,Saint-Pierre-de-Broughton,Saint-Pierre-de-Broughton,Municipalité de Saint-Pierre-de-Broughton,Municipality of Saint-Pierre-de-Broughton,FALSE,"""""",Saint-Pierre-de-Broughton,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-31140,31140,AdministrativeArea,Saint-Jacques-de-Leeds,Saint-Jacques-de-Leeds,Municipalité de Saint-Jacques-de-Leeds,Municipality of Saint-Jacques-de-Leeds,FALSE,"""""",Saint-Jacques-de-Leeds,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-32013,32013,AdministrativeArea,Saint-Ferdinand,Saint-Ferdinand,Municipalité de Saint-Ferdinand,Municipality of Saint-Ferdinand,FALSE,"""""",Saint-Ferdinand,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-32023,32023,AdministrativeArea,Sainte-Sophie-d'Halifax,Sainte-Sophie-d'Halifax,Municipalité de Sainte-Sophie-d'Halifax,Municipality of Sainte-Sophie-d'Halifax,FALSE,"""""",Sainte-Sophie-d'Halifax,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-32033,32033,AdministrativeArea,Princeville,Princeville,Ville de Princeville,Town of Princeville,FALSE,"""""",Princeville,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-32043,32043,AdministrativeArea,Plessisville,Plessisville,Ville de Plessisville,Town of Plessisville,FALSE,"""""",Plessisville,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-32050,32050,AdministrativeArea,Saint-Pierre-Baptiste,Saint-Pierre-Baptiste,Municipalité de Saint-Pierre-Baptiste,Municipality of Saint-Pierre-Baptiste,FALSE,"""""",Saint-Pierre-Baptiste,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-32058,32058,AdministrativeArea,Inverness,Inverness,Municipalité de Inverness,Municipality of Inverness,FALSE,"""""",Inverness,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-32065,32065,AdministrativeArea,Lyster,Lyster,Municipalité de Lyster,Municipality of Lyster,FALSE,"""""",Lyster,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-32072,32072,AdministrativeArea,Laurierville,Laurierville,Municipalité de Laurierville,Municipality of Laurierville,FALSE,"""""",Laurierville,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-32080,32080,AdministrativeArea,Notre-Dame-de-Lourdes,Notre-Dame-de-Lourdes,Municipalité de Notre-Dame-de-Lourdes,Municipality of Notre-Dame-de-Lourdes,FALSE,"""""",Notre-Dame-de-Lourdes,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-32085,32085,AdministrativeArea,Villeroy,Villeroy,Municipalité de Villeroy,Municipality of Villeroy,FALSE,"""""",Villeroy,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-33007,33007,AdministrativeArea,Saint-Sylvestre,Saint-Sylvestre,Municipalité de Saint-Sylvestre,Municipality of Saint-Sylvestre,FALSE,"""""",Saint-Sylvestre,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-33017,33017,AdministrativeArea,Sainte-Agathe-de-Lotbinière,Sainte-Agathe-de-Lotbinière,Municipalité de Sainte-Agathe-de-Lotbinière,Municipality of Sainte-Agathe-de-Lotbinière,FALSE,"""""",Sainte-Agathe-de-Lotbinière,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-33025,33025,AdministrativeArea,Saint-Patrice-de-Beaurivage,Saint-Patrice-de-Beaurivage,Municipalité de Saint-Patrice-de-Beaurivage,Municipality of Saint-Patrice-de-Beaurivage,FALSE,"""""",Saint-Patrice-de-Beaurivage,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-33030,33030,AdministrativeArea,Saint-Narcisse-de-Beaurivage,Saint-Narcisse-de-Beaurivage,Municipalité de Saint-Narcisse-de-Beaurivage,Municipality of Saint-Narcisse-de-Beaurivage,FALSE,"""""",Saint-Narcisse-de-Beaurivage,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-33035,33035,AdministrativeArea,Saint-Gilles,Saint-Gilles,Municipalité de Saint-Gilles,Municipality of Saint-Gilles,FALSE,"""""",Saint-Gilles,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-33040,33040,AdministrativeArea,Dosquet,Dosquet,Municipalité de Dosquet,Municipality of Dosquet,FALSE,"""""",Dosquet,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-33045,33045,AdministrativeArea,Saint-Agapit,Saint-Agapit,Municipalité de Saint-Agapit,Municipality of Saint-Agapit,FALSE,"""""",Saint-Agapit,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-33052,33052,AdministrativeArea,Saint-Flavien,Saint-Flavien,Municipalité de Saint-Flavien,Municipality of Saint-Flavien,FALSE,"""""",Saint-Flavien,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-33060,33060,AdministrativeArea,Laurier-Station,Laurier-Station,Municipalité de Laurier-Station,Municipality of Laurier-Station,FALSE,"""""",Laurier-Station,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-33065,33065,AdministrativeArea,Saint-Janvier-de-Joly,Saint-Janvier-de-Joly,Municipalité de Saint-Janvier-de-Joly,Municipality of Saint-Janvier-de-Joly,FALSE,"""""",Saint-Janvier-de-Joly,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-33070,33070,AdministrativeArea,Val-Alain,Val-Alain,Municipalité de Val-Alain,Municipality of Val-Alain,FALSE,"""""",Val-Alain,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-33080,33080,AdministrativeArea,Saint-Édouard-de-Lotbinière,Saint-Édouard-de-Lotbinière,Municipalité de Saint-Édouard-de-Lotbinière,Municipality of Saint-Édouard-de-Lotbinière,FALSE,"""""",Saint-Édouard-de-Lotbinière,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-33085,33085,AdministrativeArea,Notre-Dame-du-Sacré-Coeur-d'Issoudun,Notre-Dame-du-Sacré-Coeur-d'Issoudun,Municipalité de Notre-Dame-du-Sacré-Coeur-d'Issoudun,Municipality of Notre-Dame-du-Sacré-Coeur-d'Issoudun,FALSE,"""""",Notre-Dame-du-Sacré-Coeur-d'Issoudun,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-33090,33090,AdministrativeArea,Saint-Apollinaire,Saint-Apollinaire,Municipalité de Saint-Apollinaire,Municipality of Saint-Apollinaire,FALSE,"""""",Saint-Apollinaire,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-33095,33095,AdministrativeArea,Saint-Antoine-de-Tilly,Saint-Antoine-de-Tilly,Municipalité de Saint-Antoine-de-Tilly,Municipality of Saint-Antoine-de-Tilly,FALSE,"""""",Saint-Antoine-de-Tilly,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-33102,33102,AdministrativeArea,Sainte-Croix,Sainte-Croix,Municipalité de Sainte-Croix,Municipality of Sainte-Croix,FALSE,"""""",Sainte-Croix,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-33115,33115,AdministrativeArea,Lotbinière,Lotbinière,Municipalité de Lotbinière,Municipality of Lotbinière,FALSE,"""""",Lotbinière,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-33123,33123,AdministrativeArea,Leclercville,Leclercville,Municipalité de Leclercville,Municipality of Leclercville,FALSE,"""""",Leclercville,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-34007,34007,AdministrativeArea,Neuville,Neuville,Ville de Neuville,Town of Neuville,FALSE,"""""",Neuville,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-34017,34017,AdministrativeArea,Pont-Rouge,Pont-Rouge,Ville de Pont-Rouge,Town of Pont-Rouge,FALSE,"""""",Pont-Rouge,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-34025,34025,AdministrativeArea,Donnacona,Donnacona,Ville de Donnacona,Town of Donnacona,FALSE,"""""",Donnacona,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-34030,34030,AdministrativeArea,Cap-Santé,Cap-Santé,Ville de Cap-Santé,Town of Cap-Santé,FALSE,"""""",Cap-Santé,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-34038,34038,AdministrativeArea,Saint-Basile,Saint-Basile,Ville de Saint-Basile,Town of Saint-Basile,FALSE,"""""",Saint-Basile,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-34048,34048,AdministrativeArea,Portneuf,Portneuf,Ville de Portneuf,Town of Portneuf,FALSE,"""""",Portneuf,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-34058,34058,AdministrativeArea,Deschambault-Grondines,Deschambault-Grondines,Municipalité de Deschambault-Grondines,Municipality of Deschambault-Grondines,FALSE,"""""",Deschambault-Grondines,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-34060,34060,AdministrativeArea,Saint-Gilbert,Saint-Gilbert,Municipalité de Saint-Gilbert,Municipality of Saint-Gilbert,FALSE,"""""",Saint-Gilbert,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-34065,34065,AdministrativeArea,Saint-Marc-des-Carrières,Saint-Marc-des-Carrières,Ville de Saint-Marc-des-Carrières,Town of Saint-Marc-des-Carrières,FALSE,"""""",Saint-Marc-des-Carrières,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-34078,34078,AdministrativeArea,Saint-Casimir,Saint-Casimir,Municipalité de Saint-Casimir,Municipality of Saint-Casimir,FALSE,"""""",Saint-Casimir,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-34085,34085,AdministrativeArea,Saint-Thuribe,Saint-Thuribe,Municipalité de Saint-Thuribe,Municipality of Saint-Thuribe,FALSE,"""""",Saint-Thuribe,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-34090,34090,AdministrativeArea,Saint-Ubalde,Saint-Ubalde,Municipalité de Saint-Ubalde,Municipality of Saint-Ubalde,FALSE,"""""",Saint-Ubalde,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-34097,34097,AdministrativeArea,Saint-Alban,Saint-Alban,Municipalité de Saint-Alban,Municipality of Saint-Alban,FALSE,"""""",Saint-Alban,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-34105,34105,AdministrativeArea,Sainte-Christine-d'Auvergne,Sainte-Christine-d'Auvergne,Municipalité de Sainte-Christine-d'Auvergne,Municipality of Sainte-Christine-d'Auvergne,FALSE,"""""",Sainte-Christine-d'Auvergne,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-34115,34115,AdministrativeArea,Saint-Léonard-de-Portneuf,Saint-Léonard-de-Portneuf,Municipalité de Saint-Léonard-de-Portneuf,Municipality of Saint-Léonard-de-Portneuf,FALSE,"""""",Saint-Léonard-de-Portneuf,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-34120,34120,AdministrativeArea,Lac-Sergent,Lac-Sergent,Ville de Lac-Sergent,Town of Lac-Sergent,FALSE,"""""",Lac-Sergent,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-34128,34128,AdministrativeArea,Saint-Raymond,Saint-Raymond,Ville de Saint-Raymond,Town of Saint-Raymond,FALSE,"""""",Saint-Raymond,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-34135,34135,AdministrativeArea,Rivière-à-Pierre,Rivière-à-Pierre,Municipalité de Rivière-à-Pierre,Municipality of Rivière-à-Pierre,FALSE,"""""",Rivière-à-Pierre,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-34902,34902,AdministrativeArea,Lac-Blanc,Lac-Blanc,Lac-Blanc,Lac-Blanc,FALSE,"""""",Lac-Blanc,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-34904,34904,AdministrativeArea,Linton,Linton,Linton,Linton,FALSE,"""""",Linton,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-34906,34906,AdministrativeArea,Lac-Lapeyrère,Lac-Lapeyrère,Lac-Lapeyrère,Lac-Lapeyrère,FALSE,"""""",Lac-Lapeyrère,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-35005,35005,AdministrativeArea,Notre-Dame-de-Montauban,Notre-Dame-de-Montauban,Municipalité de Notre-Dame-de-Montauban,Municipality of Notre-Dame-de-Montauban,FALSE,"""""",Notre-Dame-de-Montauban,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-35010,35010,AdministrativeArea,Lac-aux-Sables,Lac-aux-Sables,Municipalité de Lac-aux-Sables,Municipality of Lac-aux-Sables,FALSE,"""""",Lac-aux-Sables,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-35015,35015,AdministrativeArea,Saint-Adelphe,Saint-Adelphe,Municipalité de Saint-Adelphe,Municipality of Saint-Adelphe,FALSE,"""""",Saint-Adelphe,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-35020,35020,AdministrativeArea,Saint-Séverin,Saint-Séverin,Municipalité de Saint-Séverin,Municipality of Saint-Séverin,FALSE,"""""",Saint-Séverin,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-35027,35027,AdministrativeArea,Saint-Tite,Saint-Tite,Ville de Saint-Tite,Town of Saint-Tite,FALSE,"""""",Saint-Tite,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-35035,35035,AdministrativeArea,Hérouxville,Hérouxville,Municipalité de Hérouxville,Municipality of Hérouxville,FALSE,"""""",Hérouxville,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-35040,35040,AdministrativeArea,Grandes-Piles,Grandes-Piles,Municipalité de Grandes-Piles,Municipality of Grandes-Piles,FALSE,"""""",Grandes-Piles,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-35045,35045,AdministrativeArea,Saint-Roch-de-Mékinac,Saint-Roch-de-Mékinac,Municipalité de Saint-Roch-de-Mékinac,Municipality of Saint-Roch-de-Mékinac,FALSE,"""""",Saint-Roch-de-Mékinac,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-35050,35050,AdministrativeArea,Sainte-Thècle,Sainte-Thècle,Municipalité de Sainte-Thècle,Municipality of Sainte-Thècle,FALSE,"""""",Sainte-Thècle,QC,"""""",CAN,2025-03-27T15:00:00-04:00
VILLE-35055,35055,AdministrativeArea,Trois-Rives,Trois-Rives,Municipalité de Trois-Rives,Municipality of Trois-Rives,FALSE,"""""",Trois-Rives,QC,"""""",CAN,2025-03-27T15:00:00-04:00
